hospital_id,date,arrivals,avg_time_to_admission,bed_requests
HHN-BIR-01,2024-03-10,86,46.04651162790697,27
HHN-BIR-01,2024-03-11,115,41.69565217391305,34
HHN-BIR-01,2024-03-12,85,46.90588235294118,27
HHN-BIR-01,2024-03-13,87,49.7816091954023,27
HHN-BIR-01,2024-03-14,75,35.89333333333333,22
HHN-BIR-01,2024-03-15,77,48.8051948051948,23
HHN-BIR-01,2024-03-16,149,47.41610738255034,37
HHN-BIR-01,2024-03-17,89,42.01123595505618,24
HHN-BIR-01,2024-03-18,36,40.22222222222222,12
HHN-BIR-01,2024-03-19,56,47.30357142857143,16
HHN-BIR-01,2024-03-20,93,50.32258064516129,28
HHN-BIR-01,2024-03-21,131,56.30534351145038,45
HHN-BIR-01,2024-03-22,69,30.81159420289855,15
HHN-BIR-01,2024-03-23,125,46.184,34
HHN-BIR-01,2024-03-24,86,45.83720930232558,24
HHN-BIR-01,2024-03-25,87,44.45977011494253,24
HHN-BIR-01,2024-03-26,77,70.14285714285714,32
HHN-BIR-01,2024-03-27,78,39.217948717948715,20
HHN-BIR-01,2024-03-28,124,46.983870967741936,41
HHN-BIR-01,2024-03-29,51,44.94117647058823,13
HHN-BIR-01,2024-03-30,77,26.428571428571427,16
HHN-BIR-01,2024-03-31,101,50.306930693069305,31
HHN-BIR-01,2024-04-01,128,44.125,35
HHN-BIR-01,2024-04-02,91,52.84615384615385,27
HHN-BIR-01,2024-04-03,53,37.56603773584906,14
HHN-BIR-01,2024-04-04,83,42.506024096385545,22
HHN-BIR-01,2024-04-05,84,71.69047619047619,39
HHN-BIR-01,2024-04-06,159,43.57232704402516,49
HHN-BIR-01,2024-04-07,92,33.83695652173913,21
HHN-BIR-01,2024-04-08,94,68.24468085106383,40
HHN-BIR-01,2024-04-09,70,54.01428571428571,22
HHN-BIR-01,2024-04-10,51,42.03921568627451,14
HHN-BIR-01,2024-04-11,54,37.7962962962963,13
HHN-BIR-01,2024-04-12,98,60.94897959183673,31
HHN-BIR-01,2024-04-13,78,35.06410256410256,21
HHN-BIR-01,2024-04-14,52,34.78846153846154,13
HHN-BIR-01,2024-04-15,80,56.95,29
HHN-BIR-01,2024-04-16,58,33.172413793103445,11
HHN-BIR-01,2024-04-17,83,38.34939759036145,18
HHN-BIR-01,2024-04-18,86,50.25581395348837,27
HHN-BIR-01,2024-04-19,102,37.76470588235294,27
HHN-BIR-01,2024-04-20,61,34.295081967213115,15
HHN-BIR-01,2024-04-21,58,42.775862068965516,16
HHN-BIR-01,2024-04-22,83,42.13253012048193,22
HHN-BIR-01,2024-04-23,54,46.72222222222222,18
HHN-BIR-01,2024-04-24,104,42.63461538461539,25
HHN-BIR-01,2024-04-25,75,47.12,25
HHN-BIR-01,2024-04-26,62,87.53225806451613,29
HHN-BIR-01,2024-04-27,136,41.38235294117647,37
HHN-BIR-01,2024-04-28,72,55.80555555555556,22
HHN-BIR-01,2024-04-29,118,56.347457627118644,39
HHN-BIR-01,2024-04-30,86,50.848837209302324,29
HHN-BIR-01,2024-05-01,72,41.111111111111114,21
HHN-BIR-01,2024-05-02,73,56.397260273972606,28
HHN-BIR-01,2024-05-03,76,42.43421052631579,20
HHN-BIR-01,2024-05-04,66,30.954545454545453,19
HHN-BIR-01,2024-05-05,69,64.30434782608695,29
HHN-BIR-01,2024-05-06,120,56.19166666666667,38
HHN-BIR-01,2024-05-07,76,46.44736842105263,25
HHN-BIR-01,2024-05-08,67,57.37313432835821,23
HHN-BIR-01,2024-05-09,62,49.0,18
HHN-BIR-01,2024-05-10,62,62.61290322580645,21
HHN-BIR-01,2024-05-11,73,33.47945205479452,18
HHN-BIR-01,2024-05-12,45,46.333333333333336,12
HHN-BIR-01,2024-05-13,87,49.229885057471265,26
HHN-BIR-01,2024-05-14,51,73.09803921568627,21
HHN-BIR-01,2024-05-15,70,53.8,20
HHN-BIR-01,2024-05-16,69,35.94202898550725,19
HHN-BIR-01,2024-05-17,118,39.75423728813559,31
HHN-BIR-01,2024-05-18,96,50.239583333333336,28
HHN-BIR-01,2024-05-19,61,20.65573770491803,11
HHN-BIR-01,2024-05-20,49,48.61224489795919,13
HHN-BIR-01,2024-05-21,78,67.62820512820512,31
HHN-BIR-01,2024-05-22,74,33.5,17
HHN-BIR-01,2024-05-23,74,35.513513513513516,15
HHN-BIR-01,2024-05-24,70,38.22857142857143,21
HHN-BIR-01,2024-05-25,95,61.6,38
HHN-BIR-01,2024-05-26,81,48.666666666666664,25
HHN-BIR-01,2024-05-27,76,31.486842105263158,18
HHN-BIR-01,2024-05-28,67,57.28358208955224,24
HHN-BIR-01,2024-05-29,64,40.84375,20
HHN-BIR-01,2024-05-30,72,49.56944444444444,25
HHN-BIR-01,2024-05-31,68,62.794117647058826,23
HHN-BIR-01,2024-06-01,71,54.87323943661972,22
HHN-BIR-01,2024-06-02,81,34.32098765432099,22
HHN-BIR-01,2024-06-03,73,45.082191780821915,22
HHN-BIR-01,2024-06-04,68,51.51470588235294,20
HHN-BIR-01,2024-06-05,69,32.608695652173914,16
HHN-BIR-01,2024-06-06,64,49.59375,19
HHN-BIR-01,2024-06-07,73,43.58904109589041,23
HHN-BIR-01,2024-06-08,89,60.21348314606742,29
HHN-BIR-01,2024-06-09,63,70.46031746031746,27
HHN-BIR-01,2024-06-10,79,59.164556962025316,31
HHN-BIR-01,2024-06-11,110,52.1,38
HHN-BIR-01,2024-06-12,82,60.292682926829265,29
HHN-BIR-01,2024-06-13,66,52.57575757575758,23
HHN-BIR-01,2024-06-14,93,40.956989247311824,30
HHN-BIR-01,2024-06-15,41,55.97560975609756,15
HHN-BIR-01,2024-06-16,74,55.310810810810814,22
HHN-BIR-01,2024-06-17,87,20.06896551724138,13
HHN-BIR-01,2024-06-18,68,43.60294117647059,13
HHN-BIR-01,2024-06-19,42,53.476190476190474,13
HHN-BIR-01,2024-06-20,61,49.032786885245905,18
HHN-BIR-01,2024-06-21,57,67.56140350877193,19
HHN-BIR-01,2024-06-22,77,41.23376623376623,23
HHN-BIR-01,2024-06-23,56,44.642857142857146,16
HHN-BIR-01,2024-06-24,76,43.10526315789474,21
HHN-BIR-01,2024-06-25,58,34.327586206896555,15
HHN-BIR-01,2024-06-26,81,32.01234567901235,19
HHN-BIR-01,2024-06-27,67,68.46268656716418,29
HHN-BIR-01,2024-06-28,72,59.638888888888886,24
HHN-BIR-01,2024-06-29,123,57.016260162601625,44
HHN-BIR-01,2024-06-30,52,56.30769230769231,12
HHN-BIR-01,2024-07-01,69,53.0,23
HHN-BIR-01,2024-07-02,64,66.59375,22
HHN-BIR-01,2024-07-03,53,59.509433962264154,17
HHN-BIR-01,2024-07-04,40,37.8,9
HHN-BIR-01,2024-07-05,38,42.05263157894737,12
HHN-BIR-01,2024-07-06,86,67.94186046511628,34
HHN-BIR-01,2024-07-07,50,32.54,12
HHN-BIR-01,2024-07-08,77,33.79220779220779,20
HHN-BIR-01,2024-07-09,44,58.18181818181818,15
HHN-BIR-01,2024-07-10,35,56.6,12
HHN-BIR-01,2024-07-11,36,40.361111111111114,9
HHN-BIR-01,2024-07-12,38,66.89473684210526,16
HHN-BIR-01,2024-07-13,69,33.971014492753625,16
HHN-BIR-01,2024-07-14,56,27.125,10
HHN-BIR-01,2024-07-15,71,40.33802816901409,19
HHN-BIR-01,2024-07-16,54,52.31481481481482,20
HHN-BIR-01,2024-07-17,54,17.11111111111111,7
HHN-BIR-01,2024-07-18,49,42.42857142857143,14
HHN-BIR-01,2024-07-19,43,39.74418604651163,10
HHN-BIR-01,2024-07-20,71,44.901408450704224,19
HHN-BIR-01,2024-07-21,69,43.6231884057971,21
HHN-BIR-01,2024-07-22,117,50.82905982905983,35
HHN-BIR-01,2024-07-23,63,54.888888888888886,20
HHN-BIR-01,2024-07-24,63,56.317460317460316,23
HHN-BIR-01,2024-07-25,59,42.13559322033898,19
HHN-BIR-01,2024-07-26,58,52.62068965517241,20
HHN-BIR-01,2024-07-27,77,45.688311688311686,26
HHN-BIR-01,2024-07-28,60,49.56666666666667,18
HHN-BIR-01,2024-07-29,104,46.22115384615385,28
HHN-BIR-01,2024-07-30,53,44.18867924528302,15
HHN-BIR-01,2024-07-31,48,64.91666666666667,19
HHN-BIR-01,2024-08-01,41,43.146341463414636,12
HHN-BIR-01,2024-08-02,47,59.48936170212766,18
HHN-BIR-01,2024-08-03,52,46.98076923076923,17
HHN-BIR-01,2024-08-04,60,56.15,20
HHN-BIR-01,2024-08-05,54,43.129629629629626,15
HHN-BIR-01,2024-08-06,62,50.58064516129032,19
HHN-BIR-01,2024-08-07,84,43.25,23
HHN-BIR-01,2024-08-08,41,29.4390243902439,8
HHN-BIR-01,2024-08-09,73,65.04109589041096,28
HHN-BIR-01,2024-08-10,55,57.92727272727273,19
HHN-BIR-01,2024-08-11,76,47.98684210526316,28
HHN-BIR-01,2024-08-12,52,65.9423076923077,21
HHN-BIR-01,2024-08-13,48,47.270833333333336,15
HHN-BIR-01,2024-08-14,64,44.546875,18
HHN-BIR-01,2024-08-15,55,39.345454545454544,13
HHN-BIR-01,2024-08-16,48,41.895833333333336,16
HHN-BIR-01,2024-08-17,50,66.2,17
HHN-BIR-01,2024-08-18,73,51.397260273972606,21
HHN-BIR-01,2024-08-19,55,30.636363636363637,12
HHN-BIR-01,2024-08-20,48,63.270833333333336,16
HHN-BIR-01,2024-08-21,26,33.30769230769231,5
HHN-BIR-01,2024-08-22,48,42.208333333333336,11
HHN-BIR-01,2024-08-23,99,48.09090909090909,34
HHN-BIR-01,2024-08-24,31,14.387096774193548,6
HHN-BIR-01,2024-08-25,74,52.41891891891892,23
HHN-BIR-01,2024-08-26,63,62.34920634920635,25
HHN-BIR-01,2024-08-27,68,60.0735294117647,20
HHN-BIR-01,2024-08-28,78,58.23076923076923,31
HHN-BIR-01,2024-08-29,73,35.42465753424658,21
HHN-BIR-01,2024-08-30,72,41.513888888888886,17
HHN-BIR-01,2024-08-31,71,57.33802816901409,20
HHN-BIR-01,2024-09-01,65,56.261538461538464,23
HHN-BIR-01,2024-09-02,97,44.845360824742265,25
HHN-BIR-01,2024-09-03,44,52.09090909090909,16
HHN-BIR-01,2024-09-04,100,50.54,32
HHN-BIR-01,2024-09-05,59,55.66101694915254,18
HHN-BIR-01,2024-09-06,66,38.13636363636363,16
HHN-BIR-01,2024-09-07,87,46.160919540229884,28
HHN-BIR-01,2024-09-08,33,62.696969696969695,12
HHN-BIR-01,2024-09-09,73,50.78082191780822,24
HHN-BIR-01,2024-09-10,61,40.81967213114754,13
HHN-BIR-01,2024-09-11,64,53.90625,15
HHN-BIR-01,2024-09-12,56,37.285714285714285,15
HHN-BIR-01,2024-09-13,93,51.913978494623656,32
HHN-BIR-01,2024-09-14,69,60.26086956521739,21
HHN-BIR-01,2024-09-15,95,36.21052631578947,23
HHN-BIR-01,2024-09-16,137,50.5985401459854,37
HHN-BIR-01,2024-09-17,45,51.2,15
HHN-BIR-01,2024-09-18,76,56.776315789473685,31
HHN-BIR-01,2024-09-19,45,44.77777777777778,13
HHN-BIR-01,2024-09-20,52,52.38461538461539,18
HHN-BIR-01,2024-09-21,55,43.29090909090909,17
HHN-BIR-01,2024-09-22,48,50.645833333333336,15
HHN-BIR-01,2024-09-23,75,40.08,20
HHN-BIR-01,2024-09-24,55,36.8,15
HHN-BIR-01,2024-09-25,104,40.78846153846154,31
HHN-BIR-01,2024-09-26,87,25.448275862068964,21
HHN-BIR-01,2024-09-27,50,47.82,16
HHN-BIR-01,2024-09-28,91,58.065934065934066,34
HHN-BIR-01,2024-09-29,98,43.07142857142857,25
HHN-BIR-01,2024-09-30,66,37.333333333333336,18
HHN-BIR-01,2024-10-01,40,29.375,7
HHN-BIR-01,2024-10-02,61,41.81967213114754,16
HHN-BIR-01,2024-10-03,81,42.160493827160494,23
HHN-BIR-01,2024-10-04,74,51.027027027027025,27
HHN-BIR-01,2024-10-05,131,51.50381679389313,43
HHN-BIR-01,2024-10-06,94,50.41489361702128,28
HHN-BIR-01,2024-10-07,87,55.367816091954026,34
HHN-BIR-01,2024-10-08,59,38.016949152542374,16
HHN-BIR-01,2024-10-09,114,44.37719298245614,30
HHN-BIR-01,2024-10-10,51,53.84313725490196,18
HHN-BIR-01,2024-10-11,132,42.59848484848485,38
HHN-BIR-01,2024-10-12,70,39.18571428571428,19
HHN-BIR-01,2024-10-13,62,43.016129032258064,15
HHN-BIR-01,2024-10-14,65,51.0,15
HHN-BIR-01,2024-10-15,64,53.03125,24
HHN-BIR-01,2024-10-16,95,49.17894736842105,28
HHN-BIR-01,2024-10-17,62,46.564516129032256,20
HHN-BIR-01,2024-10-18,73,66.9041095890411,29
HHN-BIR-01,2024-10-19,76,29.223684210526315,19
HHN-BIR-01,2024-10-20,73,43.58904109589041,19
HHN-BIR-01,2024-10-21,64,57.78125,24
HHN-BIR-01,2024-10-22,55,75.85454545454546,22
HHN-BIR-01,2024-10-23,76,41.328947368421055,21
HHN-BIR-01,2024-10-24,128,43.859375,34
HHN-BIR-01,2024-10-25,76,53.14473684210526,22
HHN-BIR-01,2024-10-26,154,60.83766233766234,54
HHN-BIR-01,2024-10-27,73,48.15068493150685,25
HHN-BIR-01,2024-10-28,47,48.93617021276596,15
HHN-BIR-01,2024-10-29,77,56.857142857142854,28
HHN-BIR-01,2024-10-30,57,59.78947368421053,19
HHN-BIR-01,2024-10-31,81,43.333333333333336,20
HHN-BIR-01,2024-11-01,91,43.64835164835165,28
HHN-BIR-01,2024-11-02,53,52.0188679245283,18
HHN-BIR-01,2024-11-03,57,43.50877192982456,15
HHN-BIR-01,2024-11-04,61,39.09836065573771,20
HHN-BIR-01,2024-11-05,107,46.55140186915888,32
HHN-BIR-01,2024-11-06,104,45.75961538461539,35
HHN-BIR-01,2024-11-07,127,34.53543307086614,33
HHN-BIR-01,2024-11-08,109,40.669724770642205,27
HHN-BIR-01,2024-11-09,51,69.11764705882354,18
HHN-BIR-01,2024-11-10,125,55.664,40
HHN-BIR-01,2024-11-11,121,34.05785123966942,31
HHN-BIR-01,2024-11-12,57,32.63157894736842,10
HHN-BIR-01,2024-11-13,50,58.36,19
HHN-BIR-01,2024-11-14,55,43.163636363636364,14
HHN-BIR-01,2024-11-15,75,35.21333333333333,18
HHN-BIR-01,2024-11-16,46,43.02173913043478,12
HHN-BIR-01,2024-11-17,69,55.55072463768116,23
HHN-BIR-01,2024-11-18,103,48.077669902912625,31
HHN-BIR-01,2024-11-19,75,44.413333333333334,21
HHN-BIR-01,2024-11-20,81,71.32098765432099,30
HHN-BIR-01,2024-11-21,66,51.77272727272727,22
HHN-BIR-01,2024-11-22,119,45.7563025210084,36
HHN-BIR-01,2024-11-23,62,37.306451612903224,14
HHN-BIR-01,2024-11-24,82,38.25609756097561,23
HHN-BIR-01,2024-11-25,74,53.0,25
HHN-BIR-01,2024-11-26,80,29.3125,15
HHN-BIR-01,2024-11-27,90,34.53333333333333,24
HHN-BIR-01,2024-11-28,86,53.69767441860465,30
HHN-BIR-01,2024-11-29,84,47.32142857142857,25
HHN-BIR-01,2024-11-30,126,49.801587301587304,39
HHN-BIR-01,2024-12-01,97,46.8041237113402,27
HHN-BIR-01,2024-12-02,99,47.96969696969697,30
HHN-BIR-01,2024-12-03,100,39.62,27
HHN-BIR-01,2024-12-04,96,37.052083333333336,25
HHN-BIR-01,2024-12-05,59,68.84745762711864,22
HHN-BIR-01,2024-12-06,134,59.850746268656714,52
HHN-BIR-01,2024-12-07,114,46.39473684210526,36
HHN-BIR-01,2024-12-08,102,41.31372549019608,27
HHN-BIR-01,2024-12-09,94,54.6063829787234,29
HHN-BIR-01,2024-12-10,86,39.348837209302324,29
HHN-BIR-01,2024-12-11,91,57.79120879120879,31
HHN-BIR-01,2024-12-12,144,47.93055555555556,49
HHN-BIR-01,2024-12-13,124,42.5,38
HHN-BIR-01,2024-12-14,91,46.51648351648352,26
HHN-BIR-01,2024-12-15,121,56.14876033057851,41
HHN-BIR-01,2024-12-16,114,30.00877192982456,26
HHN-BIR-01,2024-12-17,146,42.636986301369866,43
HHN-BIR-01,2024-12-18,68,38.19117647058823,19
HHN-BIR-01,2024-12-19,89,57.53932584269663,30
HHN-BIR-01,2024-12-20,79,55.0126582278481,25
HHN-BIR-01,2024-12-21,126,43.70634920634921,39
HHN-BIR-01,2024-12-22,103,48.33009708737864,33
HHN-BIR-01,2024-12-23,82,39.23170731707317,21
HHN-BIR-01,2024-12-24,64,53.421875,17
HHN-BIR-01,2024-12-25,115,54.14782608695652,33
HHN-BIR-01,2024-12-26,91,44.53846153846154,23
HHN-BIR-01,2024-12-27,78,50.43589743589744,21
HHN-BIR-01,2024-12-28,117,52.61538461538461,37
HHN-BIR-01,2024-12-29,119,46.7563025210084,33
HHN-BIR-01,2024-12-30,127,50.55905511811024,40
HHN-BIR-01,2024-12-31,129,53.04651162790697,41
HHN-BIR-01,2025-01-01,63,41.492063492063494,19
HHN-BIR-01,2025-01-02,99,34.82828282828283,25
HHN-BIR-01,2025-01-03,93,52.70967741935484,35
HHN-BIR-01,2025-01-04,76,70.85526315789474,30
HHN-BIR-01,2025-01-05,133,54.11278195488722,45
HHN-BIR-01,2025-01-06,222,44.21621621621622,63
HHN-BIR-01,2025-01-07,113,37.39823008849557,35
HHN-BIR-01,2025-01-08,62,42.08064516129032,16
HHN-BIR-01,2025-01-09,66,34.09090909090909,15
HHN-BIR-01,2025-01-10,70,34.142857142857146,13
HHN-BIR-01,2025-01-11,152,54.151315789473685,54
HHN-BIR-01,2025-01-12,132,33.666666666666664,28
HHN-BIR-01,2025-01-13,143,41.95804195804196,39
HHN-BIR-01,2025-01-14,91,56.142857142857146,33
HHN-BIR-01,2025-01-15,45,35.15555555555556,12
HHN-BIR-01,2025-01-16,69,52.08695652173913,22
HHN-BIR-01,2025-01-17,66,41.54545454545455,18
HHN-BIR-01,2025-01-18,92,59.44565217391305,36
HHN-BIR-01,2025-01-19,123,44.34146341463415,35
HHN-BIR-01,2025-01-20,159,37.522012578616355,40
HHN-BIR-01,2025-01-21,50,48.02,17
HHN-BIR-01,2025-01-22,132,43.52272727272727,36
HHN-BIR-01,2025-01-23,109,42.981651376146786,29
HHN-BIR-01,2025-01-24,83,48.63855421686747,30
HHN-BIR-01,2025-01-25,135,61.162962962962965,50
HHN-BIR-01,2025-01-26,120,55.94166666666667,39
HHN-BIR-01,2025-01-27,96,63.302083333333336,33
HHN-BIR-01,2025-01-28,122,41.450819672131146,29
HHN-BIR-01,2025-01-29,78,64.7948717948718,27
HHN-BIR-01,2025-01-30,108,36.46296296296296,27
HHN-BIR-01,2025-01-31,95,59.357894736842105,33
HHN-BIR-01,2025-02-01,88,51.39772727272727,29
HHN-BIR-01,2025-02-02,81,49.24691358024691,24
HHN-BIR-01,2025-02-03,62,53.016129032258064,19
HHN-BIR-01,2025-02-04,87,49.01149425287356,29
HHN-BIR-01,2025-02-05,94,59.191489361702125,31
HHN-BIR-01,2025-02-06,75,47.413333333333334,23
HHN-BIR-01,2025-02-07,79,39.9873417721519,20
HHN-BIR-01,2025-02-08,153,54.65359477124183,51
HHN-BIR-01,2025-02-09,139,64.4820143884892,55
HHN-BIR-01,2025-02-10,139,39.007194244604314,36
HHN-BIR-01,2025-02-11,111,58.909909909909906,35
HHN-BIR-01,2025-02-12,90,42.333333333333336,27
HHN-BIR-01,2025-02-13,125,54.472,46
HHN-BIR-01,2025-02-14,89,56.89887640449438,32
HHN-BIR-01,2025-02-15,105,56.40952380952381,34
HHN-BIR-01,2025-02-16,88,47.03409090909091,28
HHN-BIR-01,2025-02-17,128,57.90625,47
HHN-BIR-01,2025-02-18,97,35.22680412371134,24
HHN-BIR-01,2025-02-19,117,53.38461538461539,42
HHN-BIR-01,2025-02-20,104,53.77884615384615,34
HHN-BIR-01,2025-02-21,116,59.025862068965516,35
HHN-BIR-01,2025-02-22,99,51.26262626262626,29
HHN-BIR-01,2025-02-23,110,53.945454545454545,36
HHN-BIR-01,2025-02-24,90,58.144444444444446,33
HHN-BIR-01,2025-02-25,91,60.20879120879121,31
HHN-BIR-01,2025-02-26,121,34.6198347107438,29
HHN-BIR-01,2025-02-27,112,47.625,30
HHN-BIR-01,2025-02-28,115,61.06956521739131,41
HHN-BIR-01,2025-03-01,89,39.08988764044944,23
HHN-BIR-01,2025-03-02,113,57.61946902654867,41
HHN-BIR-01,2025-03-03,95,22.778947368421054,19
HHN-BIR-01,2025-03-04,97,22.567010309278352,16
HHN-BIR-01,2025-03-05,62,28.516129032258064,15
HHN-BIR-01,2025-03-06,65,37.04615384615385,17
HHN-BIR-01,2025-03-07,77,50.35064935064935,29
HHN-BIR-01,2025-03-08,112,58.464285714285715,32
HHN-BIR-01,2025-03-09,77,42.96103896103896,20
HHN-BIR-01,2025-03-10,106,42.4622641509434,29
HHN-BIR-01,2025-03-11,77,64.40259740259741,28
HHN-BIR-01,2025-03-12,58,51.5,18
HHN-BIR-01,2025-03-13,85,42.23529411764706,24
HHN-BIR-01,2025-03-14,62,31.43548387096774,12
HHN-BIR-01,2025-03-15,60,51.233333333333334,21
HHN-BIR-01,2025-03-16,70,43.785714285714285,20
HHN-BIR-01,2025-03-17,45,18.155555555555555,10
HHN-BIR-01,2025-03-18,107,63.345794392523366,38
HHN-BIR-01,2025-03-19,79,56.0126582278481,24
HHN-BIR-01,2025-03-20,116,60.6551724137931,41
HHN-BIR-01,2025-03-21,61,56.540983606557376,16
HHN-BIR-01,2025-03-22,99,41.82828282828283,27
HHN-BIR-01,2025-03-23,69,34.0,18
HHN-BIR-01,2025-03-24,120,43.333333333333336,35
HHN-BIR-01,2025-03-25,118,31.889830508474578,28
HHN-BIR-01,2025-03-26,88,42.02272727272727,22
HHN-BIR-01,2025-03-27,69,44.666666666666664,19
HHN-BIR-01,2025-03-28,62,69.74193548387096,26
HHN-BIR-01,2025-03-29,118,48.720338983050844,39
HHN-BIR-01,2025-03-30,74,55.432432432432435,25
HHN-BIR-01,2025-03-31,68,43.01470588235294,18
HHN-BIR-01,2025-04-01,70,55.98571428571429,26
HHN-BIR-01,2025-04-02,77,67.92207792207792,27
HHN-BIR-01,2025-04-03,76,31.57894736842105,14
HHN-BIR-01,2025-04-04,80,38.975,22
HHN-BIR-01,2025-04-05,97,40.4639175257732,27
HHN-BIR-01,2025-04-06,56,74.83928571428571,28
HHN-BIR-01,2025-04-07,107,56.39252336448598,38
HHN-BIR-01,2025-04-08,64,43.109375,20
HHN-BIR-01,2025-04-09,91,48.8021978021978,29
HHN-BIR-01,2025-04-10,68,43.48529411764706,16
HHN-BIR-01,2025-04-11,65,43.276923076923076,17
HHN-BIR-01,2025-04-12,64,55.390625,24
HHN-BIR-01,2025-04-13,72,31.22222222222222,17
HHN-BIR-01,2025-04-14,76,29.539473684210527,16
HHN-BIR-01,2025-04-15,86,47.55813953488372,25
HHN-BIR-01,2025-04-16,116,47.60344827586207,34
HHN-BIR-01,2025-04-17,43,33.23255813953488,10
HHN-BIR-01,2025-04-18,79,50.88607594936709,27
HHN-BIR-01,2025-04-19,88,50.59090909090909,30
HHN-BIR-01,2025-04-20,69,44.21739130434783,20
HHN-BIR-01,2025-04-21,97,55.51546391752577,29
HHN-BIR-01,2025-04-22,95,47.252631578947366,26
HHN-BIR-01,2025-04-23,64,55.515625,24
HHN-BIR-01,2025-04-24,57,30.05263157894737,15
HHN-BIR-01,2025-04-25,60,55.35,21
HHN-BIR-01,2025-04-26,93,73.38709677419355,32
HHN-BIR-01,2025-04-27,94,45.819148936170215,26
HHN-BIR-01,2025-04-28,89,60.449438202247194,33
HHN-BIR-01,2025-04-29,48,73.22916666666667,20
HHN-BIR-01,2025-04-30,111,51.77477477477478,33
HHN-BIR-01,2025-05-01,101,32.584158415841586,22
HHN-BIR-01,2025-05-02,80,62.825,30
