hospital_id,date,total_admissions,total_discharges,total_beds,occupied_beds,staffed_beds,closed_beds,occupancy_rate,completed_surgeries,expected_los,cancelled_surgeries,arrivals,avg_time_to_admission,bed_requests,planned_staff,actual_staff,safe_ratio,hospital_name,city,tier,specialty_emphasis,total_bed_capacity
HHN-BIR-01,2024-01-16,37,32.0,42.0,12.744791666666666,15.635416666666666,0.0,0.8076524188172796,8.0,2.7375,1.0,97.0,50.95876288659794,30.0,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-17,46,44.0,42.0,13.276041666666666,15.598958333333334,0.0,0.8480463281522685,10.0,2.95,1.0,128.0,42.21875,35.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-18,47,31.0,42.0,13.1875,15.645833333333334,0.0,0.8453621031746031,5.0,2.4,,121.0,57.68595041322314,42.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-19,35,40.0,42.0,13.755208333333334,15.604166666666666,0.0,0.8645114035739035,11.0,2.854545454545455,1.0,72.0,61.22222222222222,25.0,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-20,25,43.0,42.0,13.197916666666666,15.59375,0.0,0.8393119464637052,,,,101.0,54.148514851485146,27.0,64.0,61.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-21,51,30.0,42.0,12.510416666666666,15.546875,0.0,0.8150365831075245,,,,122.0,65.30327868852459,48.0,64.0,61.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-22,37,36.0,42.0,13.020833333333334,15.65625,0.0,0.8205923127798128,11.0,3.4545454545454546,,97.0,45.54639175257732,28.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-23,44,35.0,42.0,13.572916666666666,15.598958333333334,0.0,0.8698938894251395,9.0,2.7333333333333334,,107.0,52.55140186915888,36.0,64.0,61.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-24,32,34.0,42.0,14.067708333333334,15.645833333333334,0.0,0.8601425085800085,7.0,3.0142857142857147,,101.0,28.544554455445546,22.0,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-25,31,43.0,42.0,13.765625,15.59375,0.0,0.856961935597981,9.0,2.888888888888889,1.0,98.0,41.326530612244895,23.0,64.0,60.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-26,34,51.0,42.0,13.328125,15.59375,0.0,0.8613720415692595,11.0,2.6818181818181817,,62.0,66.03225806451613,21.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-27,24,31.0,42.0,12.3125,15.588541666666666,0.0,0.7857553003009418,,,,87.0,42.94252873563219,25.0,64.0,62.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-28,33,43.0,42.0,11.385416666666666,15.578125,0.0,0.7410499372011321,,,,97.0,52.72164948453608,34.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-29,32,24.0,42.0,11.395833333333334,15.520833333333334,0.125,0.7702518651815863,8.0,2.2375000000000003,1.0,84.0,39.833333333333336,24.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-30,55,31.0,42.0,12.635416666666666,15.635416666666666,0.25,0.8178273344851325,10.0,3.0700000000000003,1.0,141.0,47.702127659574465,47.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-01-31,44,40.0,42.0,13.276041666666666,15.625,0.21875,0.8385422600060758,7.0,3.3000000000000003,2.0,137.0,35.722627737226276,33.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-01,24,45.0,42.0,13.161458333333334,15.65625,0.0,0.8326719576719577,6.0,2.9166666666666665,,55.0,55.2,20.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-02,30,29.0,42.0,12.046875,15.598958333333334,0.0,0.7919989326239326,6.0,3.7833333333333337,,88.0,44.60227272727273,25.0,64.0,59.0,0.875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-03,52,30.0,42.0,11.90625,15.526041666666666,0.0,0.7931602294216623,,,,164.0,52.6890243902439,55.0,63.0,57.0,0.8125,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-04,31,38.0,42.0,12.322916666666666,15.520833333333334,0.0,0.8335034048639232,,,,94.0,43.9468085106383,29.0,64.0,59.0,0.84375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-05,28,43.0,42.0,12.453125,15.625,0.0,0.8356384294486765,9.0,3.344444444444444,2.0,86.0,33.69767441860465,19.0,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-06,31,28.0,42.0,12.677083333333334,15.59375,0.0,0.8287167843421471,12.0,2.6416666666666666,,59.0,45.49152542372882,19.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-07,42,40.0,42.0,13.0625,15.609375,0.0,0.8535014826030451,12.0,3.841666666666667,1.0,104.0,42.75,31.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-08,37,44.0,42.0,13.135416666666666,15.625,0.005208333333333333,0.8445594336219336,7.0,1.9714285714285713,,116.0,49.12931034482759,38.0,64.0,60.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-09,33,34.0,42.0,12.786458333333334,15.552083333333334,0.125,0.8153893627502621,3.0,3.1,1.0,70.0,59.714285714285715,25.0,64.0,60.0,0.875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-10,48,28.0,42.0,12.583333333333334,15.546875,0.125,0.7950054762554762,,,,167.0,50.34730538922156,50.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-11,43,39.0,42.0,12.9375,15.578125,0.125,0.8173290138610261,,,,114.0,53.14912280701754,40.0,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-12,46,47.0,42.0,13.71875,15.677083333333334,0.125,0.8337333962333963,17.0,3.264705882352941,1.0,99.0,39.06060606060606,28.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-13,33,38.0,42.0,14.53125,15.619791666666666,0.125,0.8552943521111845,8.0,1.9625000000000001,,97.0,38.29896907216495,28.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-14,44,43.0,42.0,14.307291666666666,15.583333333333334,0.125,0.8518425451061443,6.0,2.0500000000000003,,134.0,45.201492537313435,39.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-15,47,43.0,42.0,13.192708333333334,15.604166666666666,0.10416666666666667,0.8346304130291867,2.0,0.2,,141.0,48.340425531914896,45.0,64.0,59.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-16,25,47.0,42.0,12.322916666666666,15.557291666666666,0.0,0.7954019128766371,5.0,3.0,,71.0,60.971830985915496,23.0,64.0,55.0,0.78125,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-17,38,35.0,42.0,11.75,15.567708333333334,0.0,0.7750315675582945,,,,124.0,41.91129032258065,36.0,64.0,57.0,0.8125,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-18,40,29.0,42.0,12.130208333333334,15.630208333333334,0.0,0.7653877118297738,,,,128.0,43.34375,38.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-19,23,32.0,42.0,12.421875,15.614583333333334,0.0,0.8074288220058037,6.0,2.283333333333333,,84.0,28.714285714285715,16.0,64.0,62.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-20,39,44.0,42.0,11.703125,15.65625,0.0,0.745623904680237,3.0,3.5,1.0,117.0,57.324786324786324,42.0,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-21,40,23.0,42.0,12.020833333333334,15.5625,0.0,0.7722944523532423,8.0,2.7,,109.0,42.95412844036697,32.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-22,30,37.0,42.0,12.145833333333334,15.625,0.0,0.781928960901903,7.0,2.4857142857142853,1.0,68.0,45.23529411764706,20.0,64.0,60.0,0.875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-23,31,45.0,42.0,12.046875,15.583333333333334,0.0,0.7799541926380161,4.0,1.75,,81.0,61.51851851851852,26.0,64.0,61.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-24,20,42.0,42.0,11.145833333333334,15.541666666666666,0.0,0.7299003224784474,,,,51.0,76.90196078431373,19.0,64.0,62.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-25,27,37.0,42.0,9.921875,15.567708333333334,0.0,0.6499411586739857,,,,96.0,58.145833333333336,29.0,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-26,36,31.0,42.0,10.5,15.65625,0.0,0.6975032558672264,10.0,2.6399999999999997,1.0,89.0,44.71910112359551,25.0,64.0,58.0,0.875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-27,30,25.0,42.0,10.619791666666666,15.546875,0.0,0.693658421002171,6.0,2.6999999999999997,,81.0,49.95061728395062,25.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-28,45,24.0,42.0,11.354166666666666,15.65625,0.0,0.74238354195845,5.0,3.04,,128.0,53.4296875,44.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-02-29,50,28.0,42.0,12.619791666666666,15.583333333333334,0.0,0.7714565404012482,8.0,3.925,,139.0,41.56115107913669,41.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-01,35,50.0,42.0,13.640625,15.645833333333334,0.0,0.8157448743386243,9.0,3.1333333333333333,,79.0,56.45569620253165,25.0,64.0,56.0,0.8125,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-02,28,29.0,42.0,12.96875,15.640625,0.0,0.7656779381697145,,,,87.0,47.39080459770115,28.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-03,13,29.0,42.0,12.802083333333334,15.578125,0.0,0.7800939803920889,,,,47.0,37.38297872340426,12.0,64.0,60.0,0.875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-04,22,28.0,42.0,11.927083333333334,15.625,0.0,0.7705414755621557,4.0,2.975,1.0,63.0,56.904761904761905,18.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-05,21,27.0,42.0,11.572916666666666,15.697916666666666,0.0,0.7400389685545936,10.0,2.54,,44.0,39.13636363636363,11.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-06,52,24.0,42.0,12.104166666666666,15.640625,0.0,0.7687045907929405,7.0,3.5285714285714285,1.0,162.0,45.68518518518518,49.0,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-07,35,41.0,42.0,12.677083333333334,15.682291666666666,0.0,0.8113092419733045,14.0,2.242857142857143,,78.0,55.35897435897436,21.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-08,34,29.0,42.0,12.010416666666666,15.640625,0.0,0.7317570596158518,3.0,5.166666666666667,1.0,99.0,54.18181818181818,31.0,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-09,16,35.0,42.0,11.041666666666666,15.640625,0.0,0.717697148303766,,,,41.0,64.41463414634147,15.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-10,27,28.0,42.0,10.104166666666666,15.59375,0.0,0.6621357280641017,,,,86.0,46.04651162790697,27.0,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-11,46,30.0,42.0,11.369791666666666,15.703125,0.0,0.7334634328877749,14.0,2.9714285714285715,,115.0,41.69565217391305,34.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-12,33,28.0,42.0,12.109375,15.645833333333334,0.0,0.7733444940476191,4.0,3.375,,85.0,46.90588235294118,27.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-13,32,39.0,42.0,12.609375,15.666666666666666,0.0,0.7927827380952381,6.0,3.116666666666667,1.0,87.0,49.7816091954023,27.0,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-14,35,36.0,42.0,12.53125,15.630208333333334,0.0,0.808212144149644,13.0,2.803846153846154,1.0,75.0,35.89333333333333,22.0,64.0,62.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-15,25,26.0,42.0,12.385416666666666,15.65625,0.0,0.7879695586285419,3.0,2.966666666666667,1.0,77.0,48.8051948051948,23.0,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-16,35,38.0,42.0,12.25,15.619791666666666,0.0,0.8042872255905792,,,,149.0,47.41610738255034,37.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-17,27,35.0,42.0,11.276041666666666,15.614583333333334,0.0,0.7314979797401673,,,,89.0,42.01123595505618,24.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-18,20,26.0,42.0,11.307291666666666,15.703125,0.0,0.7171403394059643,5.0,3.9799999999999995,1.0,36.0,40.22222222222222,12.0,64.0,60.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-19,19,29.0,42.0,10.911458333333334,15.682291666666666,0.0,0.7154991230443533,4.0,3.8,,56.0,47.30357142857143,16.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-20,36,20.0,42.0,10.770833333333334,15.651041666666666,0.0,0.7239325262762762,10.0,3.4299999999999997,1.0,93.0,50.32258064516129,28.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-21,51,31.0,42.0,11.838541666666666,15.682291666666666,0.0,0.7549269668410293,8.0,2.7125,2.0,131.0,56.30534351145038,45.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-22,25,34.0,42.0,12.989583333333334,15.682291666666666,0.0,0.7703508297258298,7.0,2.2142857142857144,,69.0,30.81159420289855,15.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-23,32,30.0,42.0,12.6875,15.609375,0.0,0.7746098085941836,,,,125.0,46.184,34.0,64.0,60.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-24,23,32.0,42.0,12.630208333333334,15.640625,0.0,0.8046803303615423,,,,86.0,45.83720930232558,24.0,63.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-25,32,32.0,42.0,12.484375,15.682291666666666,0.0,0.8026937626547003,6.0,3.266666666666667,1.0,87.0,44.45977011494253,24.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-26,40,30.0,42.0,12.0625,15.65625,0.0,0.8008408064431913,12.0,2.75,2.0,77.0,70.14285714285714,32.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-27,34,28.0,42.0,12.848958333333334,15.604166666666666,0.0,0.8029658377774186,11.0,3.036363636363636,,78.0,39.217948717948715,20.0,64.0,61.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-28,42,37.0,42.0,13.567708333333334,15.697916666666666,0.0,0.8284650823713324,7.0,1.8571428571428572,,124.0,46.983870967741936,41.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-29,20,35.0,42.0,12.734375,15.713541666666666,0.0,0.8050001589389143,,,,51.0,44.94117647058823,13.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-30,14,41.0,42.0,10.1875,15.609375,0.0,0.6876849290682011,,,,77.0,26.428571428571427,16.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-03-31,32,21.0,42.0,10.401041666666666,15.661458333333334,0.0,0.7151019273921024,,,,101.0,50.306930693069305,31.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-01,33,26.0,42.0,10.833333333333334,15.6875,0.0,0.7282398952320827,,,,128.0,44.125,35.0,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-02,34,32.0,42.0,11.359375,15.703125,0.0,0.7780441130050505,7.0,2.0714285714285716,,91.0,52.84615384615385,27.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-03,30,23.0,42.0,12.385416666666666,15.671875,0.0,0.7957727993343803,15.0,3.2933333333333334,,53.0,37.56603773584906,14.0,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-04,32,28.0,42.0,12.973958333333334,15.71875,0.0,0.8146661931818181,11.0,2.6454545454545455,,83.0,42.506024096385545,22.0,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-05,44,36.0,42.0,13.03125,15.666666666666666,0.0,0.8125249027592778,8.0,4.1125,,84.0,71.69047619047619,39.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-06,50,37.0,42.0,13.505208333333334,15.567708333333334,0.0,0.8444274221713246,,,,159.0,43.57232704402516,49.0,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-07,23,33.0,42.0,12.958333333333334,15.5625,0.0,0.8329805002883469,,,,92.0,33.83695652173913,21.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-08,46,41.0,42.0,12.838541666666666,15.614583333333334,0.0,0.8429853238446988,11.0,2.2818181818181817,,94.0,68.24468085106383,40.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-09,40,37.0,42.0,12.4375,15.692708333333334,0.0,0.8179118190836941,13.0,3.5,,70.0,54.01428571428571,22.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-10,23,43.0,42.0,11.770833333333334,15.677083333333334,0.0,0.7934492807539683,8.0,1.6625,1.0,51.0,42.03921568627451,14.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-11,16,34.0,42.0,11.151041666666666,15.697916666666666,0.0,0.7427342622655123,3.0,3.966666666666667,1.0,54.0,37.7962962962963,13.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-12,41,39.0,42.0,11.015625,15.671875,0.0,0.740039698438136,14.0,2.4214285714285713,1.0,98.0,60.94897959183673,31.0,64.0,62.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-13,22,30.0,42.0,11.078125,15.619791666666666,0.0,0.713444554747404,,,,78.0,35.06410256410256,21.0,64.0,59.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-14,16,25.0,42.0,9.84375,15.614583333333334,0.0,0.6497268173280678,,,,52.0,34.78846153846154,13.0,64.0,53.0,0.75,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-15,37,22.0,42.0,10.255208333333334,15.651041666666666,0.0,0.6733880847162097,8.0,2.6,3.0,80.0,56.95,29.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-16,20,27.0,42.0,11.244791666666666,15.697916666666666,0.0,0.716745205026455,10.0,2.6399999999999997,1.0,58.0,33.172413793103445,11.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-17,29,19.0,42.0,11.072916666666666,15.65625,0.0,0.7255172000691302,11.0,2.7818181818181817,1.0,83.0,38.34939759036145,18.0,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-18,33,27.0,42.0,12.21875,15.6875,0.0,0.7669168753629502,8.0,3.1125,,86.0,50.25581395348837,27.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-19,32,33.0,42.0,12.255208333333334,15.713541666666666,0.0,0.7577455169252044,6.0,3.65,1.0,102.0,37.76470588235294,27.0,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-20,17,29.0,42.0,11.864583333333334,15.630208333333334,0.0,0.7238162139127212,,,,61.0,34.295081967213115,15.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-21,16,26.0,42.0,10.489583333333334,15.578125,0.0,0.6602831143846769,,,,58.0,42.775862068965516,16.0,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126
HHN-BIR-01,2024-04-22,32,25.0,42.0,10.182291666666666,15.671875,0.0,0.6798208480877066,12.0,3.4916666666666667,2.0,83.0,42.13253012048193,22.0,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126
