hospital_id,date,total_admissions,total_discharges,total_beds,occupied_beds,staffed_beds,closed_beds,occupancy_rate,completed_surgeries,expected_los,cancelled_surgeries,arrivals,avg_time_to_admission,bed_requests,planned_staff,actual_staff,safe_ratio,hospital_name,city,tier,specialty_emphasis,total_bed_capacity,year,month,quarter,day,day_of_week,week,is_weekend,occupancy_percent,staff_utilisation,admission_discharge_difference,bed_utilisation
HHN-BIR-01,2024-01-15,39,25,42.0,12.197916666666666,15.661458333333334,0.0,0.8138952295661855,14,3.2,2,88,45.48863636363637,25,64.0,59.0,0.875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,15,0,3,0,0.29042658730158727,0.921875,14,0.778849351513136
HHN-BIR-01,2024-01-16,37,32,42.0,12.744791666666666,15.635416666666666,0.0,0.8076524188172796,8,2.7375,1,97,50.95876288659794,30,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,16,1,3,0,0.30344742063492064,0.96875,5,0.8151232511658894
HHN-BIR-01,2024-01-17,46,44,42.0,13.276041666666666,15.598958333333334,0.0,0.8480463281522685,10,2.95,1,128,42.21875,35,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,17,2,3,0,0.3160962301587301,1.0,2,0.8510851419031719
HHN-BIR-01,2024-01-18,47,31,42.0,13.1875,15.645833333333334,0.0,0.8453621031746031,5,2.4,0,121,57.68595041322314,42,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,18,3,3,0,0.31398809523809523,0.984375,16,0.8428761651131824
HHN-BIR-01,2024-01-19,35,40,42.0,13.755208333333334,15.604166666666666,0.0,0.8645114035739035,11,2.854545454545455,1,72,61.22222222222222,25,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,19,4,3,0,0.32750496031746035,0.953125,-5,0.8815086782376502
HHN-BIR-01,2024-01-20,25,43,42.0,13.197916666666666,15.59375,0.0,0.8393119464637052,0,0.0,0,101,54.148514851485146,27,64.0,61.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,20,5,3,1,0.3142361111111111,0.953125,-18,0.8463593854375417
HHN-BIR-01,2024-01-21,51,30,42.0,12.510416666666666,15.546875,0.0,0.8150365831075245,0,0.0,0,122,65.30327868852459,48,64.0,61.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,21,6,3,1,0.2978670634920635,0.953125,21,0.8046901172529313
HHN-BIR-01,2024-01-22,37,36,42.0,13.020833333333334,15.65625,0.0,0.8205923127798128,11,3.4545454545454546,0,97,45.54639175257732,28,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,22,0,4,0,0.3100198412698413,0.984375,1,0.83166999334664
HHN-BIR-01,2024-01-23,44,35,42.0,13.572916666666666,15.598958333333334,0.0,0.8698938894251395,9,2.7333333333333334,0,107,52.55140186915888,36,64.0,61.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,23,1,4,0,0.3231646825396825,0.953125,9,0.8701168614357261
HHN-BIR-01,2024-01-24,32,34,42.0,14.067708333333334,15.645833333333334,0.0,0.8601425085800085,7,3.0142857142857147,0,101,28.544554455445542,22,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,24,2,4,0,0.3349454365079365,0.953125,-2,0.8991344873501997
HHN-BIR-01,2024-01-25,31,43,42.0,13.765625,15.59375,0.0,0.856961935597981,9,2.888888888888889,1,98,41.326530612244895,23,64.0,60.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,25,3,4,0,0.32775297619047616,0.9375,-12,0.8827655310621243
HHN-BIR-01,2024-01-26,34,51,42.0,13.328125,15.59375,0.0,0.8613720415692595,11,2.6818181818181817,0,62,66.03225806451613,21,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,26,4,4,0,0.31733630952380953,1.0,-17,0.8547094188376754
HHN-BIR-01,2024-01-27,24,31,42.0,12.3125,15.588541666666666,0.0,0.7857553003009418,0,0.0,0,87,42.94252873563219,25,64.0,62.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,27,5,4,1,0.2931547619047619,0.96875,-7,0.78984296692282
HHN-BIR-01,2024-01-28,33,43,42.0,11.385416666666666,15.578125,0.0,0.7410499372011321,0,0.0,0,97,52.72164948453608,34,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,28,6,4,1,0.2710813492063492,1.0,-10,0.7308592443998663
HHN-BIR-01,2024-01-29,32,24,42.0,11.395833333333334,15.520833333333334,0.125,0.7702518651815863,8,2.2375000000000003,1,84,39.833333333333336,24,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,29,0,5,0,0.2713293650793651,0.984375,8,0.7342281879194631
HHN-BIR-01,2024-01-30,55,31,42.0,12.635416666666666,15.635416666666666,0.25,0.8178273344851325,10,3.0700000000000003,1,141,47.70212765957447,47,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,30,1,5,0,0.30084325396825395,0.984375,24,0.8081279147235176
HHN-BIR-01,2024-01-31,44,40,42.0,13.276041666666666,15.625,0.21875,0.8385422600060758,7,3.3000000000000003,2,137,35.72262773722628,33,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,1,1,31,2,5,0,0.3160962301587301,1.0,4,0.8496666666666667
HHN-BIR-01,2024-02-01,24,45,42.0,13.161458333333334,15.65625,0.0,0.8326719576719577,6,2.9166666666666665,0,55,55.2,20,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,1,3,5,0,0.3133680555555556,0.984375,-21,0.8406520292747838
HHN-BIR-01,2024-02-02,30,29,42.0,12.046875,15.598958333333334,0.0,0.7919989326239326,6,3.7833333333333337,0,88,44.60227272727273,25,64.0,59.0,0.875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,2,4,5,0,0.28683035714285715,0.921875,1,0.7722871452420701
HHN-BIR-01,2024-02-03,52,30,42.0,11.90625,15.526041666666666,0.0,0.7931602294216623,0,0.0,0,164,52.6890243902439,55,63.0,57.0,0.8125,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,3,5,5,1,0.28348214285714285,0.9047619047619048,22,0.7668567594766857
HHN-BIR-01,2024-02-04,31,38,42.0,12.322916666666666,15.520833333333334,0.0,0.8335034048639232,0,0.0,0,94,43.9468085106383,29,64.0,59.0,0.84375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,4,6,5,1,0.2934027777777778,0.921875,-7,0.7939597315436241
HHN-BIR-01,2024-02-05,28,43,42.0,12.453125,15.625,0.0,0.8356384294486765,9,3.344444444444444,2,86,33.69767441860465,19,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,5,0,6,0,0.29650297619047616,0.953125,-15,0.797
HHN-BIR-01,2024-02-06,31,28,42.0,12.677083333333334,15.59375,0.0,0.8287167843421471,12,2.6416666666666666,0,59,45.49152542372882,19,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,6,1,6,0,0.3018353174603175,0.984375,3,0.8129592518370073
HHN-BIR-01,2024-02-07,42,40,42.0,13.0625,15.609375,0.0,0.8535014826030451,12,3.841666666666667,1,104,42.75,31,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,7,2,6,0,0.31101190476190477,0.984375,2,0.8368368368368369
HHN-BIR-01,2024-02-08,37,44,42.0,13.135416666666666,15.625,0.0052083333333333,0.8445594336219336,7,1.9714285714285715,0,116,49.12931034482759,38,64.0,60.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,8,3,6,0,0.31274801587301587,0.9375,-7,0.8406666666666667
HHN-BIR-01,2024-02-09,33,34,42.0,12.786458333333334,15.552083333333334,0.125,0.8153893627502621,3,3.1,1,70,59.71428571428572,25,64.0,60.0,0.875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,9,4,6,0,0.30443948412698413,0.9375,-1,0.8221701272605493
HHN-BIR-01,2024-02-10,48,28,42.0,12.583333333333334,15.546875,0.125,0.7950054762554762,0,0.0,0,167,50.34730538922156,50,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,10,5,6,1,0.2996031746031746,1.0,20,0.8093802345058627
HHN-BIR-01,2024-02-11,43,39,42.0,12.9375,15.578125,0.125,0.8173290138610261,0,0.0,0,114,53.14912280701754,40,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,11,6,6,1,0.3080357142857143,0.953125,4,0.8304914744232698
HHN-BIR-01,2024-02-12,46,47,42.0,13.71875,15.677083333333334,0.125,0.8337333962333963,17,3.264705882352941,1,99,39.06060606060606,28,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,12,0,7,0,0.32663690476190477,0.984375,-1,0.8750830564784052
HHN-BIR-01,2024-02-13,33,38,42.0,14.53125,15.619791666666666,0.125,0.8552943521111845,8,1.9625,0,97,38.29896907216495,28,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,13,1,7,0,0.34598214285714285,1.0,-5,0.9303101033677893
HHN-BIR-01,2024-02-14,44,43,42.0,14.307291666666666,15.583333333333334,0.125,0.8518425451061443,6,2.0500000000000003,0,134,45.20149253731344,39,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,14,2,7,0,0.34064980158730157,0.984375,1,0.9181149732620321
HHN-BIR-01,2024-02-15,47,43,42.0,13.192708333333334,15.604166666666666,0.1041666666666666,0.8346304130291867,2,0.2,0,141,48.340425531914896,45,64.0,59.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,15,3,7,0,0.3141121031746032,0.921875,4,0.845460614152203
HHN-BIR-01,2024-02-16,25,47,42.0,12.322916666666666,15.557291666666666,0.0,0.7954019128766371,5,3.0,0,71,60.971830985915496,23,64.0,55.0,0.78125,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,16,4,7,0,0.2934027777777778,0.859375,-22,0.7920990960830264
HHN-BIR-01,2024-02-17,38,35,42.0,11.75,15.567708333333334,0.0,0.7750315675582945,0,0.0,0,124,41.91129032258065,36,64.0,57.0,0.8125,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,17,5,7,1,0.27976190476190477,0.890625,3,0.7547674807627969
HHN-BIR-01,2024-02-18,40,29,42.0,12.130208333333334,15.630208333333334,0.0,0.7653877118297738,0,0.0,0,128,43.34375,38,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,18,6,7,1,0.28881448412698413,0.984375,11,0.7760746417860713
HHN-BIR-01,2024-02-19,23,32,42.0,12.421875,15.614583333333334,0.0,0.8074288220058037,6,2.283333333333333,0,84,28.714285714285715,16,64.0,62.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,19,0,8,0,0.29575892857142855,0.96875,-9,0.795530353569046
HHN-BIR-01,2024-02-20,39,44,42.0,11.703125,15.65625,0.0,0.745623904680237,3,3.5,1,117,57.32478632478632,42,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,20,1,8,0,0.2786458333333333,0.96875,-5,0.7475049900199601
HHN-BIR-01,2024-02-21,40,23,42.0,12.020833333333334,15.5625,0.0,0.7722944523532423,8,2.7,0,109,42.95412844036697,32,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,21,2,8,0,0.2862103174603175,1.0,17,0.7724230254350737
HHN-BIR-01,2024-02-22,30,37,42.0,12.145833333333334,15.625,0.0,0.781928960901903,7,2.4857142857142853,1,68,45.23529411764706,20,64.0,60.0,0.875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,22,3,8,0,0.28918650793650796,0.9375,-7,0.7773333333333333
HHN-BIR-01,2024-02-23,31,45,42.0,12.046875,15.583333333333334,0.0,0.7799541926380161,4,1.75,0,81,61.51851851851852,26,64.0,61.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,23,4,8,0,0.28683035714285715,0.953125,-14,0.7730614973262032
HHN-BIR-01,2024-02-24,20,42,42.0,11.145833333333334,15.541666666666666,0.0,0.7299003224784474,0,0.0,0,51,76.90196078431373,19,64.0,62.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,24,5,8,1,0.26537698412698413,0.96875,-22,0.7171581769436998
HHN-BIR-01,2024-02-25,27,37,42.0,9.921875,15.567708333333334,0.0,0.6499411586739857,0,0.0,0,96,58.145833333333336,29,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,25,6,8,1,0.23623511904761904,0.96875,-10,0.6373369019739042
HHN-BIR-01,2024-02-26,36,31,42.0,10.5,15.65625,0.0,0.6975032558672264,10,2.64,1,89,44.71910112359551,25,64.0,58.0,0.875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,26,0,9,0,0.25,0.90625,5,0.6706586826347305
HHN-BIR-01,2024-02-27,30,25,42.0,10.619791666666666,15.546875,0.0,0.693658421002171,6,2.7,0,81,49.95061728395062,25,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,27,1,9,0,0.2528521825396825,0.984375,5,0.6830820770519263
HHN-BIR-01,2024-02-28,45,24,42.0,11.354166666666666,15.65625,0.0,0.74238354195845,5,3.04,0,128,53.4296875,44,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,28,2,9,0,0.27033730158730157,0.984375,21,0.7252162341982701
HHN-BIR-01,2024-02-29,50,28,42.0,12.619791666666666,15.583333333333334,0.0,0.7714565404012482,8,3.925,0,139,41.56115107913669,41,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,2,1,29,3,9,0,0.3004712301587301,0.984375,22,0.809826203208556
HHN-BIR-01,2024-03-01,35,50,42.0,13.640625,15.645833333333334,0.0,0.8157448743386243,9,3.1333333333333333,0,79,56.45569620253165,25,64.0,56.0,0.8125,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,1,4,9,0,0.3247767857142857,0.875,-15,0.8718375499334221
HHN-BIR-01,2024-03-02,28,29,42.0,12.96875,15.640625,0.0,0.7656779381697145,0,0.0,0,87,47.39080459770115,28,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,2,5,9,1,0.3087797619047619,0.984375,-1,0.8291708291708292
HHN-BIR-01,2024-03-03,13,29,42.0,12.802083333333334,15.578125,0.0,0.7800939803920889,0,0.0,0,47,37.38297872340426,12,64.0,60.0,0.875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,3,6,9,1,0.30481150793650796,0.9375,-16,0.821798729521899
HHN-BIR-01,2024-03-04,22,28,42.0,11.927083333333334,15.625,0.0,0.7705414755621557,4,2.975,1,63,56.90476190476191,18,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,4,0,10,0,0.2839781746031746,0.984375,-6,0.7633333333333334
HHN-BIR-01,2024-03-05,21,27,42.0,11.572916666666666,15.697916666666666,0.0,0.7400389685545936,10,2.54,0,44,39.13636363636363,11,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,5,1,10,0,0.2755456349206349,0.984375,-6,0.7372262773722628
HHN-BIR-01,2024-03-06,52,24,42.0,12.104166666666666,15.640625,0.0,0.7687045907929405,7,3.5285714285714285,1,162,45.68518518518518,49,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,6,2,10,0,0.2881944444444444,0.953125,28,0.7738927738927739
HHN-BIR-01,2024-03-07,35,41,42.0,12.677083333333334,15.682291666666666,0.0,0.8113092419733045,14,2.242857142857143,0,78,55.35897435897436,21,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,7,3,10,0,0.3018353174603175,0.984375,-6,0.8083693125207573
HHN-BIR-01,2024-03-08,34,29,42.0,12.010416666666666,15.640625,0.0,0.7317570596158518,3,5.166666666666667,1,99,54.18181818181818,31,64.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,8,4,10,0,0.28596230158730157,0.953125,5,0.7678987678987679
HHN-BIR-01,2024-03-09,16,35,42.0,11.041666666666666,15.640625,0.0,0.717697148303766,0,0.0,0,41,64.41463414634147,15,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,9,5,10,1,0.2628968253968254,0.984375,-19,0.7059607059607059
HHN-BIR-01,2024-03-10,27,28,42.0,10.104166666666666,15.59375,0.0,0.6621357280641017,0,0.0,0,86,46.04651162790697,27,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,10,6,10,1,0.2405753968253968,0.96875,-1,0.6479625918503673
HHN-BIR-01,2024-03-11,46,30,42.0,11.369791666666666,15.703125,0.0,0.7334634328877749,14,2.9714285714285715,0,115,41.69565217391305,34,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,11,0,11,0,0.2707093253968254,1.0,16,0.7240464344941957
HHN-BIR-01,2024-03-12,33,28,42.0,12.109375,15.645833333333334,0.0,0.7733444940476191,4,3.375,0,85,46.90588235294118,27,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,12,1,11,0,0.2883184523809524,1.0,5,0.7739680426098535
HHN-BIR-01,2024-03-13,32,39,42.0,12.609375,15.666666666666666,0.0,0.7927827380952381,6,3.116666666666667,1,87,49.7816091954023,27,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,13,2,11,0,0.3002232142857143,0.96875,-7,0.8048537234042553
HHN-BIR-01,2024-03-14,35,36,42.0,12.53125,15.630208333333334,0.0,0.808212144149644,13,2.803846153846154,1,75,35.89333333333333,22,64.0,62.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,14,3,11,0,0.29836309523809523,0.96875,-1,0.8017327557480839
HHN-BIR-01,2024-03-15,25,26,42.0,12.385416666666666,15.65625,0.0,0.7879695586285419,3,2.966666666666667,1,77,48.8051948051948,23,64.0,62.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,15,4,11,0,0.294890873015873,0.96875,-1,0.7910844976713239
HHN-BIR-01,2024-03-16,35,38,42.0,12.25,15.619791666666666,0.0,0.8042872255905792,0,0.0,0,149,47.41610738255034,37,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,16,5,11,1,0.2916666666666667,0.984375,-3,0.7842614204734912
HHN-BIR-01,2024-03-17,27,35,42.0,11.276041666666666,15.614583333333334,0.0,0.7314979797401673,0,0.0,0,89,42.01123595505618,24,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,17,6,11,1,0.2684771825396825,0.984375,-8,0.7221480987324883
HHN-BIR-01,2024-03-18,20,26,42.0,11.307291666666666,15.703125,0.0,0.7171403394059643,5,3.98,1,36,40.22222222222222,12,64.0,60.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,18,0,12,0,0.2692212301587301,0.9375,-6,0.7200663349917081
HHN-BIR-01,2024-03-19,19,29,42.0,10.911458333333334,15.682291666666666,0.0,0.7154991230443533,4,3.8,0,56,47.30357142857143,16,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,19,1,12,0,0.259796626984127,0.984375,-10,0.6957821321819994
HHN-BIR-01,2024-03-20,36,20,42.0,10.770833333333334,15.651041666666666,0.0,0.7239325262762762,10,3.43,1,93,50.32258064516129,28,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,20,2,12,0,0.25644841269841273,1.0,16,0.6881863560732113
HHN-BIR-01,2024-03-21,51,31,42.0,11.838541666666666,15.682291666666666,0.0,0.7549269668410293,8,2.7125,2,131,56.30534351145038,45,64.0,63.0,0.96875,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,21,3,12,0,0.28187003968253965,0.984375,20,0.7548987047492527
HHN-BIR-01,2024-03-22,25,34,42.0,12.989583333333334,15.682291666666666,0.0,0.7703508297258298,7,2.2142857142857144,0,69,30.81159420289855,15,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,22,4,12,0,0.30927579365079366,1.0,-9,0.8282962470939887
HHN-BIR-01,2024-03-23,32,30,42.0,12.6875,15.609375,0.0,0.7746098085941836,0,0.0,0,125,46.184,34,64.0,60.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,23,5,12,1,0.3020833333333333,0.9375,2,0.8128128128128128
HHN-BIR-01,2024-03-24,23,32,42.0,12.630208333333334,15.640625,0.0,0.8046803303615423,0,0.0,0,86,45.83720930232558,24,63.0,61.0,0.9375,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,24,6,12,1,0.30071924603174605,0.9682539682539683,-9,0.8075258075258076
HHN-BIR-01,2024-03-25,32,32,42.0,12.484375,15.682291666666666,0.0,0.8026937626547003,6,3.266666666666667,1,87,44.45977011494253,24,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,25,0,13,0,0.29724702380952384,1.0,0,0.7960810362005979
HHN-BIR-01,2024-03-26,40,30,42.0,12.0625,15.65625,0.0,0.8008408064431913,12,2.75,2,77,70.14285714285714,32,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,26,1,13,0,0.28720238095238093,1.0,10,0.7704590818363274
HHN-BIR-01,2024-03-27,34,28,42.0,12.848958333333334,15.604166666666666,0.0,0.8029658377774186,11,3.036363636363636,0,78,39.21794871794872,20,64.0,61.0,0.90625,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,27,2,13,0,0.30592757936507936,0.953125,6,0.8234312416555408
HHN-BIR-01,2024-03-28,42,37,42.0,13.567708333333334,15.697916666666666,0.0,0.8284650823713324,7,1.8571428571428568,0,124,46.983870967741936,41,64.0,64.0,1.0,Horizon Birmingham,Birmingham,Medium,Cardiology,126,2024,3,1,28,3,13,0,0.3230406746031746,1.0,5,0.8642999336429994
