hospital_name,hospital_id,unit,date,actual,predicted,model,ward,total_beds,baseline_forecast,stress_10,stress_20,stress_30,baseline_occupancy_pct,stress_10_pct,stress_20_pct,stress_30_pct,baseline_breach,stress_10_breach,stress_20_breach,stress_30_breach
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_ICU,2025-12-31,7.916666666666667,7.153675482902055,Holt-Winters,ICU,8,7.153675482902055,7.869043031192261,8.584410579482466,9.299778127772672,89.42094353627569,98.36303788990325,107.30513224353082,116.2472265971584,False,False,True,True
Horizon London Central,HHN-LON-01,HHN-LON-01_ICU,2025-12-25,17.75,16.42078843162028,Holt-Winters,ICU,18,16.42078843162028,18.06286727478231,19.704946117944335,21.347024961106367,91.22660239789045,100.34926263767949,109.47192287746851,118.59458311725759,False,True,True,True
Horizon London Central,HHN-LON-01,HHN-LON-01_ICU,2025-12-26,17.958333333333332,16.604238218523605,Holt-Winters,ICU,18,16.604238218523605,18.264662040375967,19.925085862228325,21.585509684080687,92.24576788068669,101.47034466875537,110.69492145682402,119.9194982448927,False,True,True,True
Horizon London Central,HHN-LON-01,HHN-LON-01_ICU,2025-12-27,17.708333333333332,16.62421068910054,Holt-Winters,ICU,18,16.62421068910054,18.286631758010596,19.949052826920646,21.611473895830702,92.35672605055856,101.59239865561443,110.82807126067024,120.06374386572611,False,True,True,True
Horizon London Central,HHN-LON-01,HHN-LON-01_ICU,2025-12-28,17.833333333333332,16.999262924462354,Holt-Winters,ICU,18,16.999262924462354,18.69918921690859,20.399115509354825,22.09904180180106,94.4403495803464,103.88438453838104,113.3284194964157,122.77245445445033,False,True,True,True
Horizon London Central,HHN-LON-01,HHN-LON-01_ICU,2025-12-29,17.958333333333332,17.172120405853615,Holt-Winters,ICU,18,17.172120405853615,18.889332446438978,20.606544487024337,22.3237565276097,95.40066892140896,104.94073581354988,114.48080270569076,124.02086959783168,False,True,True,True
Horizon London Central,HHN-LON-01,HHN-LON-01_ICU,2025-12-30,17.916666666666668,17.087987576686917,Holt-Winters,ICU,18,17.087987576686917,18.79678633435561,20.5055850920243,22.214383849692993,94.93326431492731,104.42659074642005,113.9199171779128,123.41324360940551,False,True,True,True
Horizon London Central,HHN-LON-01,HHN-LON-01_ICU,2025-12-31,17.666666666666668,17.0503855918133,Holt-Winters,ICU,18,17.0503855918133,18.75542415099463,20.460462710175957,22.16550126935729,94.72436439896276,104.19680083885908,113.6692372787553,123.14167371865162,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_ICU,2025-12-25,9.875,9.86724302739844,Holt-Winters,ICU,10,9.86724302739844,10.853967330138284,11.840691632878126,12.82741593561797,98.67243027398439,108.53967330138283,118.40691632878126,128.27415935617972,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_ICU,2025-12-26,9.916666666666666,9.810057673256932,Holt-Winters,ICU,10,9.810057673256932,10.791063440582626,11.772069207908318,12.75307497523401,98.10057673256931,107.91063440582627,117.72069207908318,127.53074975234011,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_ICU,2025-12-27,9.833333333333334,9.745120851458902,Holt-Winters,ICU,10,9.745120851458902,10.719632936604793,11.694145021750682,12.668657106896573,97.45120851458901,107.19632936604793,116.94145021750681,126.68657106896572,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_ICU,2025-12-28,9.791666666666666,9.785162396457244,Holt-Winters,ICU,10,9.785162396457244,10.763678636102968,11.742194875748693,12.720711115394417,97.85162396457243,107.63678636102969,117.42194875748693,127.20711115394417,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_ICU,2025-12-29,9.791666666666666,9.932228089590271,Holt-Winters,ICU,10,9.932228089590271,10.925450898549299,11.918673707508326,12.911896516467353,99.32228089590271,109.25450898549298,119.18673707508324,129.11896516467354,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_ICU,2025-12-30,9.791666666666666,9.955278964848478,Holt-Winters,ICU,10,9.955278964848478,10.950806861333326,11.946334757818173,12.941862654303023,99.55278964848479,109.50806861333326,119.46334757818174,129.41862654303023,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_ICU,2025-12-31,9.041666666666666,9.958333333333334,Holt-Winters,ICU,10,9.958333333333334,10.954166666666667,11.950000000000001,12.945833333333335,99.58333333333333,109.54166666666667,119.5,129.45833333333334,False,True,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Cardiology Ward,2025-12-25,12.083333333333334,14.742630708464173,Holt-Winters,Cardiology Ward,16,14.742630708464173,16.216893779310592,17.691156850157007,19.165419921003426,92.14144192790108,101.3555861206912,110.5697303134813,119.78387450627142,False,True,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Cardiology Ward,2025-12-26,12.458333333333334,14.468939515455476,Holt-Winters,Cardiology Ward,16,14.468939515455476,15.915833467001026,17.36272741854657,18.80962137009212,90.43087197159673,99.47395916875641,108.51704636591606,117.56013356307575,False,False,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Cardiology Ward,2025-12-27,12.708333333333334,13.86557867665249,Holt-Winters,Cardiology Ward,16,13.86557867665249,15.25213654431774,16.638694411982986,18.02525227964824,86.65986672907806,95.32585340198587,103.99184007489366,112.6578267478015,False,False,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Cardiology Ward,2025-12-28,15.125,13.303116201124016,Holt-Winters,Cardiology Ward,16,13.303116201124016,14.633427821236419,15.96373944134882,17.29405106146122,83.1444762570251,91.45892388272762,99.77337150843012,108.08781913413263,False,False,False,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Cardiology Ward,2025-12-29,15.916666666666666,13.720237604585025,Holt-Winters,Cardiology Ward,16,13.720237604585025,15.092261365043528,16.46428512550203,17.836308885960534,85.7514850286564,94.32663353152205,102.9017820343877,111.47693053725334,False,False,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Cardiology Ward,2025-12-30,15.833333333333334,14.341570365599264,Holt-Winters,Cardiology Ward,16,14.341570365599264,15.775727402159191,17.209884438719115,18.644041475279042,89.6348147849954,98.59829626349494,107.56177774199446,116.52525922049402,False,False,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Cardiology Ward,2025-12-31,14.791666666666666,14.728203405335986,Holt-Winters,Cardiology Ward,16,14.728203405335986,16.201023745869584,17.673844086403182,19.14666442693678,92.0512712833499,101.2563984116849,110.46152554001989,119.66665266835489,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_Cardiology Ward,2025-12-25,23.875,23.875,Holt-Winters,Cardiology Ward,24,23.875,26.262500000000003,28.65,31.0375,99.47916666666666,109.42708333333336,119.37499999999999,129.32291666666666,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_Cardiology Ward,2025-12-26,23.625,23.875,Holt-Winters,Cardiology Ward,24,23.875,26.262500000000003,28.65,31.0375,99.47916666666666,109.42708333333336,119.37499999999999,129.32291666666666,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_Cardiology Ward,2025-12-27,23.58333333333333,23.42686703459669,Holt-Winters,Cardiology Ward,24,23.42686703459669,25.76955373805636,28.112240441516025,30.4549271449757,97.6119459774862,107.37314057523484,117.13433517298344,126.89552977073208,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_Cardiology Ward,2025-12-28,23.58333333333333,22.645885961352867,Holt-Winters,Cardiology Ward,24,22.645885961352867,24.910474557488158,27.17506315362344,29.439651749758728,94.35785817230361,103.79364398953399,113.22942980676433,122.66521562399471,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_Cardiology Ward,2025-12-29,22.0,22.95224784585499,Holt-Winters,Cardiology Ward,24,22.95224784585499,25.24747263044049,27.542697415025987,29.83792219961149,95.6343660243958,105.19780262683538,114.76123922927495,124.32467583171454,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_Cardiology Ward,2025-12-30,21.45833333333333,23.580843854034068,Holt-Winters,Cardiology Ward,24,23.580843854034068,25.938928239437477,28.29701262484088,30.65509701024429,98.25351605847528,108.07886766432281,117.90421927017034,127.72957087601789,False,True,True,True
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_Cardiology Ward,2025-12-31,23.5,23.875,Holt-Winters,Cardiology Ward,24,23.875,26.262500000000003,28.65,31.0375,99.47916666666666,109.42708333333336,119.37499999999999,129.32291666666666,False,True,True,True
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_Oncology Ward,2025-12-25,11.083333333333334,12.90766988465294,Holt-Winters,Oncology Ward,18,12.90766988465294,14.198436873118235,15.489203861583526,16.779970850048823,71.70927713696078,78.88020485065685,86.05113256435293,93.22206027804901,False,False,False,False
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_Oncology Ward,2025-12-26,11.458333333333334,12.891741757640183,Holt-Winters,Oncology Ward,18,12.891741757640183,14.180915933404203,15.470090109168218,16.75926428493224,71.62078754244547,78.78286629669002,85.94494505093455,93.10702380517911,False,False,False,False
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_Oncology Ward,2025-12-27,11.083333333333334,12.26918291921301,Holt-Winters,Oncology Ward,18,12.26918291921301,13.496101211134313,14.723019503055612,15.949937794976915,68.16212732896116,74.9783400618573,81.7945527947534,88.61076552764953,False,False,False,False
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_Oncology Ward,2025-12-28,10.083333333333334,11.455447353157233,Holt-Winters,Oncology Ward,18,11.455447353157233,12.600992088472957,13.746536823788679,14.892081559104403,63.641374184206846,70.00551160262754,76.36964902104822,82.7337864394689,False,False,False,False
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_Oncology Ward,2025-12-29,10.458333333333334,11.508147122155904,Holt-Winters,Oncology Ward,18,11.508147122155904,12.658961834371496,13.809776546587084,14.960591258802676,63.93415067864391,70.32756574650831,76.72098081437268,83.11439588223709,False,False,False,False
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_Oncology Ward,2025-12-30,9.791666666666666,12.148117467079746,Holt-Winters,Oncology Ward,18,12.148117467079746,13.362929213787723,14.577740960495696,15.79255270720367,67.48954148377638,74.23849563215401,80.98744978053163,87.73640392890928,False,False,False,False
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_Oncology Ward,2025-12-31,9.625,12.542923165587156,Holt-Winters,Oncology Ward,18,12.542923165587156,13.797215482145873,15.051507798704588,16.305800115263303,69.6829064754842,76.65119712303263,83.61948777058105,90.58777841812946,False,False,False,False
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Oncology Ward,2025-12-25,12.666666666666666,12.219350204932573,Holt-Winters,Oncology Ward,13,12.219350204932573,13.441285225425831,14.663220245919087,15.885155266412346,93.9950015764044,103.39450173404485,112.7940018916853,122.19350204932573,False,True,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Oncology Ward,2025-12-26,11.541666666666666,12.37415556809853,Holt-Winters,Oncology Ward,13,12.37415556809853,13.611571124908384,14.848986681718236,16.08640223852809,95.18581206229638,104.70439326852603,114.22297447475567,123.74155568098533,False,True,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Oncology Ward,2025-12-27,9.875,12.084925909803427,Holt-Winters,Oncology Ward,13,12.084925909803427,13.29341850078377,14.501911091764113,15.710403682744456,92.96096853694944,102.25706539064439,111.55316224433933,120.84925909803428,False,True,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Oncology Ward,2025-12-28,11.125,11.542435043645366,Holt-Winters,Oncology Ward,13,11.542435043645366,12.696678548009903,13.850922052374438,15.005165556738977,88.78796187419512,97.66675806161463,106.54555424903414,115.42435043645366,False,False,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Oncology Ward,2025-12-29,11.625,11.469718234138394,Holt-Winters,Oncology Ward,13,11.469718234138394,12.616690057552235,13.763661880966072,14.910633704379913,88.22860180106457,97.05146198117104,105.87432216127748,114.69718234138395,False,False,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Oncology Ward,2025-12-30,12.583333333333334,11.930479311293793,Holt-Winters,Oncology Ward,13,11.930479311293793,13.123527242423172,14.31657517355255,15.50962310468193,91.77291777918302,100.95020955710132,110.12750133501963,119.30479311293793,False,True,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_Oncology Ward,2025-12-31,12.791666666666666,12.107681619942069,Holt-Winters,Oncology Ward,13,12.107681619942069,13.318449781936277,14.529217943930481,15.73998610592469,93.13601246109283,102.44961370720213,111.76321495331139,121.07681619942068,False,True,True,True
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-25,15.958333333333334,15.583745768274866,Holt-Winters,General Medicine Ward A,16,15.583745768274866,17.142120345102356,18.700494921929838,20.258869498757328,97.39841105171791,107.13825215688972,116.87809326206148,126.6179343672333,False,True,True,True
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-26,15.791666666666666,15.515086498305491,Holt-Winters,General Medicine Ward A,16,15.515086498305491,17.06659514813604,18.61810379796659,20.16961244779714,96.96929061440932,106.66621967585026,116.36314873729118,126.06007779873212,False,True,True,True
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-27,15.916666666666666,15.67314034250274,Holt-Winters,General Medicine Ward A,16,15.67314034250274,17.240454376753014,18.807768411003288,20.37508244525356,97.95712714064211,107.75283985470634,117.54855256877055,127.34426528283475,False,True,True,True
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-28,15.708333333333334,15.983203685572626,Holt-Winters,General Medicine Ward A,16,15.983203685572626,17.58152405412989,19.17984442268715,20.778164791244414,99.89502303482891,109.88452533831182,119.87402764179468,129.86352994527758,False,True,True,True
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-29,15.708333333333334,16.0,Holt-Winters,General Medicine Ward A,16,16.0,17.6,19.2,20.8,100.0,110.00000000000001,120.0,130.0,False,True,True,True
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-30,16.0,16.0,Holt-Winters,General Medicine Ward A,16,16.0,17.6,19.2,20.8,100.0,110.00000000000001,120.0,130.0,False,True,True,True
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-31,15.791666666666666,15.843246691974178,Holt-Winters,General Medicine Ward A,16,15.843246691974178,17.427571361171598,19.011896030369012,20.596220699566434,99.02029182483861,108.92232100732248,118.82435018980632,128.7263793722902,False,True,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward A,2025-12-25,16.708333333333332,16.80481364893421,Holt-Winters,General Medicine Ward A,17,16.80481364893421,18.485295013827635,20.165776378721052,21.846257743614476,98.85184499373065,108.73702949310373,118.62221399247676,128.50739849184987,False,True,True,True
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward A,2025-12-26,16.916666666666668,16.958333333333332,Holt-Winters,General Medicine Ward A,17,16.958333333333332,18.65416666666667,20.349999999999998,22.045833333333334,99.75490196078431,109.73039215686275,119.70588235294117,129.6813725490196,False,True,True,True
