hospital_name,hospital_id,unit,date,actual,predicted,model,planned_staff,actual_staff,safe_ratio_met,beds_per_planned_staff,beds_per_actual_staff,feasibility_flag,historical_safe_ratio,overall_status
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-25,15.958333333333334,15.583745768274866,Holt-Winters,6,6,True,2.5972909613791444,2.5972909613791444,Safe,Historically Safe,Operationally Feasible
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-26,15.791666666666666,15.515086498305491,Holt-Winters,6,6,True,2.585847749717582,2.585847749717582,Safe,Historically Safe,Operationally Feasible
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-27,15.916666666666666,15.67314034250274,Holt-Winters,6,6,True,2.6121900570837897,2.6121900570837897,Safe,Historically Safe,Operationally Feasible
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-28,15.708333333333334,15.983203685572626,Holt-Winters,6,6,True,2.663867280928771,2.663867280928771,Safe,Historically Safe,Operationally Feasible
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-29,15.708333333333334,16.0,Holt-Winters,6,6,True,2.6666666666666665,2.6666666666666665,Safe,Historically Safe,Operationally Feasible
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-30,16.0,16.0,Holt-Winters,6,6,True,2.6666666666666665,2.6666666666666665,Safe,Historically Safe,Operationally Feasible
Horizon Birmingham,HHN-BIR-01,HHN-BIR-01_General Medicine Ward A,2025-12-31,15.791666666666666,15.843246691974178,Holt-Winters,6,6,True,2.6405411153290297,2.6405411153290297,Safe,Historically Safe,Operationally Feasible
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward A,2025-12-25,16.708333333333332,16.80481364893421,Holt-Winters,7,7,True,2.4006876641334585,2.4006876641334585,Safe,Historically Safe,Operationally Feasible
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward A,2025-12-26,16.916666666666668,16.958333333333332,Holt-Winters,7,7,True,2.4226190476190474,2.4226190476190474,Safe,Historically Safe,Operationally Feasible
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward A,2025-12-27,16.666666666666668,16.943548027827575,Holt-Winters,7,7,True,2.4205068611182248,2.4205068611182248,Safe,Historically Safe,Operationally Feasible
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward A,2025-12-28,16.708333333333332,16.952877308764116,Holt-Winters,7,7,True,2.421839615537731,2.421839615537731,Safe,Historically Safe,Operationally Feasible
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward A,2025-12-29,16.833333333333332,16.958333333333332,Holt-Winters,7,7,True,2.4226190476190474,2.4226190476190474,Safe,Historically Safe,Operationally Feasible
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward A,2025-12-30,16.708333333333332,16.958333333333332,Holt-Winters,7,7,True,2.4226190476190474,2.4226190476190474,Safe,Historically Safe,Operationally Feasible
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward A,2025-12-31,16.958333333333332,16.856613934365683,Holt-Winters,7,7,True,2.4080877049093834,2.4080877049093834,Safe,Historically Safe,Operationally Feasible
Horizon London Riverside,HHN-LON-02,HHN-LON-02_General Medicine Ward A,2025-12-25,17.791666666666668,17.6319370248027,Holt-Winters,7,6,False,2.518848146400386,2.9386561708004497,Safe,Historically Unsafe,Unsafe
Horizon London Riverside,HHN-LON-02,HHN-LON-02_General Medicine Ward A,2025-12-26,17.791666666666668,17.373391648842983,Holt-Winters,7,6,False,2.4819130926918547,2.8955652748071636,Safe,Historically Unsafe,Unsafe
Horizon London Riverside,HHN-LON-02,HHN-LON-02_General Medicine Ward A,2025-12-27,17.625,17.520048424946133,Holt-Winters,7,6,False,2.50286406070659,2.9200080708243554,Safe,Historically Unsafe,Unsafe
Horizon London Riverside,HHN-LON-02,HHN-LON-02_General Medicine Ward A,2025-12-28,17.833333333333332,17.80273057558781,Holt-Winters,7,6,False,2.543247225083973,2.967121762597968,Safe,Historically Unsafe,Unsafe
Horizon London Riverside,HHN-LON-02,HHN-LON-02_General Medicine Ward A,2025-12-29,17.833333333333332,17.916666666666668,Holt-Winters,7,6,False,2.5595238095238098,2.986111111111111,Safe,Historically Unsafe,Unsafe
Horizon London Riverside,HHN-LON-02,HHN-LON-02_General Medicine Ward A,2025-12-30,17.666666666666668,17.916666666666668,Holt-Winters,7,6,False,2.5595238095238098,2.986111111111111,Safe,Historically Unsafe,Unsafe
Horizon London Riverside,HHN-LON-02,HHN-LON-02_General Medicine Ward A,2025-12-31,17.916666666666668,17.916666666666668,Holt-Winters,7,6,False,2.5595238095238098,2.986111111111111,Safe,Historically Unsafe,Unsafe
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_General Medicine Ward A,2025-12-25,16.666666666666668,17.862682987339586,Holt-Winters,8,6,False,2.232835373417448,2.977113831223264,Safe,Historically Unsafe,Unsafe
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_General Medicine Ward A,2025-12-26,17.666666666666668,17.90261500493815,Holt-Winters,8,6,False,2.2378268756172686,2.9837691674896916,Safe,Historically Unsafe,Unsafe
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_General Medicine Ward A,2025-12-27,20.625,17.905475920632043,Holt-Winters,8,6,False,2.2381844900790053,2.9842459867720073,Safe,Historically Unsafe,Unsafe
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_General Medicine Ward A,2025-12-28,18.666666666666668,18.392302267883185,Holt-Winters,8,6,False,2.299037783485398,3.065383711313864,Safe,Historically Unsafe,Unsafe
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_General Medicine Ward A,2025-12-29,20.791666666666668,18.68937512811914,Holt-Winters,8,6,False,2.3361718910148923,3.114895854686523,Safe,Historically Unsafe,Unsafe
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_General Medicine Ward A,2025-12-30,20.791666666666668,18.57985990434573,Holt-Winters,8,6,False,2.3224824880432164,3.096643317390955,Safe,Historically Unsafe,Unsafe
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_General Medicine Ward A,2025-12-31,20.916666666666668,18.145499004941662,Holt-Winters,8,6,False,2.268187375617708,3.0242498341569437,Safe,Historically Unsafe,Unsafe
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward B,2025-12-25,16.916666666666668,17.0,Holt-Winters,7,7,True,2.4285714285714284,2.4285714285714284,Safe,Historically Safe,Operationally Feasible
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward B,2025-12-26,16.916666666666668,17.0,Holt-Winters,7,7,True,2.4285714285714284,2.4285714285714284,Safe,Historically Safe,Operationally Feasible
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward B,2025-12-27,17.0,17.0,Holt-Winters,7,7,True,2.4285714285714284,2.4285714285714284,Safe,Historically Safe,Operationally Feasible
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward B,2025-12-28,14.875,17.0,Holt-Winters,7,7,True,2.4285714285714284,2.4285714285714284,Safe,Historically Safe,Operationally Feasible
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward B,2025-12-29,13.916666666666666,17.0,Holt-Winters,7,7,True,2.4285714285714284,2.4285714285714284,Safe,Historically Safe,Operationally Feasible
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward B,2025-12-30,16.791666666666668,17.0,Holt-Winters,7,7,True,2.4285714285714284,2.4285714285714284,Safe,Historically Safe,Operationally Feasible
Horizon Edinburgh,HHN-EDI-01,HHN-EDI-01_General Medicine Ward B,2025-12-31,15.5,16.95377432637433,Holt-Winters,7,7,True,2.4219677609106185,2.4219677609106185,Safe,Historically Safe,Operationally Feasible
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_General Medicine Ward B,2025-12-25,20.625,20.511796204381145,Holt-Winters,8,7,False,2.563974525547643,2.930256600625878,Safe,Historically Unsafe,Unsafe
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_General Medicine Ward B,2025-12-26,18.25,20.28760623272694,Holt-Winters,8,7,False,2.5359507790908675,2.898229461818134,Safe,Historically Unsafe,Unsafe
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_General Medicine Ward B,2025-12-27,20.70833333333333,20.48432220712123,Holt-Winters,8,7,False,2.560540275890154,2.9263317438744614,Safe,Historically Unsafe,Unsafe
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_General Medicine Ward B,2025-12-28,21.0,20.88087430509973,Holt-Winters,8,7,False,2.6101092881374663,2.9829820435856758,Safe,Historically Unsafe,Unsafe
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_General Medicine Ward B,2025-12-29,20.75,21.0,Holt-Winters,8,7,False,2.625,3.0,Safe,Historically Unsafe,Unsafe
Horizon Manchester,HHN-MAN-01,HHN-MAN-01_General Medicine Ward B,2025-12-30,20.58333333333333,21.0,Holt-Winters,8,7,False,2.625,3.0,Safe,Historically Unsafe,Unsafe
